Latin Extended-A
0x0292	658	LATIN SMALL LETTER EZH	ʒ
0x0293	659	LATIN SMALL LETTER EZH WITH CURL	ʓ
0x0294	660	LATIN LETTER GLOTTAL STOP	ʔ
0x0295	661	LATIN LETTER PHARYNGEAL VOICED FRICATIVE	ʕ
0x0296	662	LATIN LETTER INVERTED GLOTTAL STOP	ʖ
0x0297	663	LATIN LETTER STRETCHED C	ʗ
0x0298	664	LATIN LETTER BILABIAL CLICK	ʘ
0x0299	665	LATIN LETTER SMALL CAPITAL B	ʙ
0x029A	666	LATIN SMALL LETTER CLOSED OPEN E	ʚ
0x029B	667	LATIN LETTER SMALL CAPITAL G WITH HOOK	ʛ
0x029C	668	LATIN LETTER SMALL CAPITAL H	ʜ
0x029D	669	LATIN SMALL LETTER J WITH CROSSED-TAIL	ʝ
0x029E	670	LATIN SMALL LETTER TURNED K	ʞ
0x029F	671	LATIN LETTER SMALL CAPITAL L	ʟ
0x02A0	672	LATIN SMALL LETTER Q WITH HOOK	ʠ
0x02A1	673	LATIN LETTER GLOTTAL STOP WITH STROKE	ʡ
0x02A2	674	LATIN LETTER REVERSED GLOTTAL STOP WITH STROKE	ʢ
0x02A3	675	LATIN SMALL LETTER DZ DIGRAPH	ʣ
0x02A4	676	LATIN SMALL LETTER DEZH DIGRAPH	ʤ
